Tc,m,m_lo,m_hi,q,q_lo,q_hi,bh,bh_lo,bh_hi,bd,bd_lo,bd_hi
24.5,-0.23544685990338163,-0.5270102339181287,0.13085585585585602,0.6923076923076923,0.5,0.9444444444444444,-0.3669845875401002,-0.7843079589569226,0.18477409943561057,-0.059057449144161264,-2.1348487248499812,0.8441451274831501
25.5,-0.3392857142857143,-0.6055451127819549,-0.050906816760475336,0.7826086956521738,0.7379072681704261,0.8364525691699604,-0.46212945076166595,-1.0289607024465945,-0.06258157147700302,-0.47722124891926565,-0.8590476320498716,-0.09092168241126321
26.5,-0.17533783783783785,-0.311616847826087,-0.04457427875608842,0.6390532544378698,0.5539958061509785,0.7115427927927929,-0.2789759464445427,-0.4905219233020056,-0.07877099379708749,0.16359653296492815,-0.12832340382576873,0.49092940225875376
27.5,-0.07166199813258634,-0.2869701086956522,0.057026258866140156,0.6929197994987468,0.6086743393009378,0.7451109391124872,-0.10344289256647937,-0.44909098983672224,0.0807566281906396,-0.1106279236818073,-0.368983293943452,0.3254048679568403
28.5,0.01438857195436144,-0.16978809580995216,0.16067258968988582,0.7378779077808204,0.6866169237648112,0.7908963155489157,0.019050115221353588,-0.24224110541264682,0.21507798300424563,-0.33266955797001474,-0.6304448637308858,-0.07625655699859062
29.5,-0.0834673097534834,-0.24329605984270136,0.08116178239129052,0.7341772151898733,0.690924100040697,0.7768893856421665,-0.11756767189989323,-0.34148917167350235,0.11064266478588548,-0.3110666643120431,-0.5416861083417719,-0.09063159576684315
30.5,0.12605518904731505,-0.17814402587519024,0.3883991410112967,0.7248014284834678,0.6267858805130975,0.8114497463538365,0.1754866836279485,-0.26547646547517034,0.5647172007193847,-0.23697854090491416,-0.682087928296883,0.1872134147418754
31.5,0.29166666666666663,0.09369049679764586,0.5803488372093023,0.7068965517241379,0.6285538545653362,0.7978260869565217,0.43375028385236153,0.13810361565981,1.0817238389994883,-0.08179628584383873,-0.4581306378998125,0.33243304419414055
32.5,0.3178294573643411,0.027325581395348797,0.5476537452637719,0.9135802469135803,0.7834875971862273,0.9753603690178744,0.3583388389850697,0.03207356560272877,0.6887993206496639,-1.5826083417936325,-2.9052299904078187,-0.5626895655155789
